TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
1236,"D21","605b7c4f-9284-4171-b528-a0f6b00a5a0d",1000,1259,"+","Col(MG828)_1","1-262/262","========/======","4/4",98.85,85.93,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D36","e3b4ad9d-5a14-4c0c-ba87-fbd268ff8a03",2038,2168,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D27","c14d5d71-3d40-479b-b755-912fc025451f",19,1793,"+","iroN","264-2041/2178",".=======/======","6/13",81.27,97.53,"vfdb","WP_001222189","(iroN) salmochelin receptor IroN [Salmochelin siderophore (VF0230) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Gammaproteobacteria"
1236,"D25","f802937a-7216-4ab8-91b6-77d57bfc4621",736,995,"+","Col(MG828)_1","2-262/262","========/======","1/1",99.24,92.72,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D27","97d2b901-6d69-47a7-ab90-4b7ff98a5319",733,993,"+","Col(MG828)_1","1-262/262","========/======","2/3",99.24,91.64,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D27","c14d5d71-3d40-479b-b755-912fc025451f",19,1793,"+","iroN","264-2041/2178",".=======/======","6/13",81.27,97.53,"vfdb","WP_001222189","(iroN) salmochelin receptor IroN [Salmochelin siderophore (VF0230) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Gammaproteobacteria"
1236,"D36","08b65ba9-bb32-4895-afbf-b637a3bafd0c",3028,3158,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D36","7b3b50ce-94b0-4d43-b264-f07d10ffede2",3093,3223,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D22","1f63879e-144b-4013-982d-8d941fc40178",1874,2416,"-","AAC(6')-Im","1-537/537","========/======","3/6",100,98.16,"card","AF337947.1:1214-1751","AAC(6')-Im is an aminoglycoside acetyltransferase encoded by plasmids in E. coli and E. faecium.","aminoglycoside","Gammaproteobacteria"
1236,"D29","67b988a0-0f5d-421f-abaf-3cf598292f7b",3861,4138,"-","Col440II_1","1-282/282","========/======","2/4",98.58,95.75,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D33","56d47dad-1cc7-461b-a7b8-7475828539b0",2752,3030,"-","Col440II_1","1-282/282","========/======","3/5",98.58,93.64,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D25","25c335fc-0f51-4d55-a97b-ab6a766d5a0b",722,983,"+","Col(MG828)_1","1-262/262","===============","0/0",100,91.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D35","4395875d-044d-418c-81e5-786a23510bc9",602,863,"-","Col(MG828)_1","1-262/262","===============","0/0",100,91.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D36","a81ec353-2976-474d-91fb-cf3283d2c255",2158,2776,"+","entD","1-621/621","========/======","2/4",99.52,93.41,"vfdb","WP_001375021","(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Gammaproteobacteria"
1236,"D29","e72084c2-8cb1-4a86-ba18-c00b7478090a",2733,3014,"-","Col440II_1","1-282/282","===============","0/0",100,96.81,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D30","52dba780-92f6-4416-8e39-94286f62d9a3",647,906,"-","Col(MG828)_1","1-262/262","========/======","4/6",98.47,85.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D25","443773bb-0ed2-46a9-b93b-0b088140e448",4004,4948,"+","leuO","1-945/945","===============","0/0",100,97.88,"card","LR730402.1:740042-740987","leuO a LysR family transcription factor exists in a wide variety of bacteria of the family Enterobacteriaceae and is involved in the regulation of as yet unidentified genes affecting the stress response and pathogenesis expression. LeuO is also an activator of the MdtNOP efflux pump.","disinfecting_agents_and_antiseptics;nucleoside","Gammaproteobacteria"
1236,"D36","7b3b50ce-94b0-4d43-b264-f07d10ffede2",3093,3223,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D29","e72084c2-8cb1-4a86-ba18-c00b7478090a",2014,2144,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D33","56d47dad-1cc7-461b-a7b8-7475828539b0",2045,2173,"-","Col(pHAD28)_1","1-131/131","========/======","2/2",98.47,83.97,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D35","6dbd8ed8-7278-42c1-8b11-260e971da905",972,1231,"+","Col(MG828)_1","1-262/262","========/======","7/8",98.09,86.04,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D29","67b988a0-0f5d-421f-abaf-3cf598292f7b",3144,3275,"-","Col(pHAD28)_1","1-131/131","========/======","1/1",100,90.15,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D34","4cb974ed-ccca-4f93-9414-a4fb4bd22dfb",1170,1428,"-","Col(MG828)_1","1-262/262","========/======","6/7",98.09,87.12,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D36","e3b4ad9d-5a14-4c0c-ba87-fbd268ff8a03",2757,3039,"-","Col440II_1","1-282/282","========/======","1/1",100,97.53,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D22","1f63879e-144b-4013-982d-8d941fc40178",2460,3360,"-","APH(2'')-IIa","1-900/900","========/======","2/5",99.78,98.89,"card","AF337947.1:271-1171","APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli.","aminoglycoside","Gammaproteobacteria"
1236,"D27","7e862ccf-3aa6-4775-8dc0-37971c5f786a",98,360,"+","Col(MG828)_1","1-262/262","========/======","4/5",99.24,90.57,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D25","f802937a-7216-4ab8-91b6-77d57bfc4621",736,995,"+","Col(MG828)_1","2-262/262","========/======","1/1",99.24,92.72,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D27","97d2b901-6d69-47a7-ab90-4b7ff98a5319",733,993,"+","Col(MG828)_1","1-262/262","========/======","2/3",99.24,91.64,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D30","ea7ab5e7-f4ff-4efb-ac4c-c6584b6821f2",1453,1711,"+","Col(MG828)_1","1-262/262","========/======","6/7",98.09,85.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D23","d245e5c6-d1a6-4f02-819b-83c8b14cb4b0",1684,1943,"-","Col(MG828)_1","1-262/262","========/======","5/6",98.47,86.36,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D35","2894f75a-b490-4d7d-9b6e-c9cf54107eab",812,1771,"+","gspC","1-960/960","===============","0/0",100,95.73,"vfdb","WP_000135089","(gspC) general secretion pathway protein C [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Gammaproteobacteria"
1236,"D36","7b3b50ce-94b0-4d43-b264-f07d10ffede2",3809,4090,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D30","52dba780-92f6-4416-8e39-94286f62d9a3",647,906,"-","Col(MG828)_1","1-262/262","========/======","4/6",98.47,85.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D34","4cb974ed-ccca-4f93-9414-a4fb4bd22dfb",1170,1428,"-","Col(MG828)_1","1-262/262","========/======","6/7",98.09,87.12,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D23","a6509090-c808-48b0-915d-ef4613a3b792",109,366,"-","Col(MG828)_1","1-260/262","========/======","5/6",97.71,85.88,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D27","7e862ccf-3aa6-4775-8dc0-37971c5f786a",98,360,"+","Col(MG828)_1","1-262/262","========/======","4/5",99.24,90.57,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D22","1f63879e-144b-4013-982d-8d941fc40178",2460,3360,"-","APH(2'')-IIa","1-900/900","========/======","2/5",99.78,98.89,"card","AF337947.1:271-1171","APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli.","aminoglycoside","Gammaproteobacteria"
1236,"D29","e72084c2-8cb1-4a86-ba18-c00b7478090a",2733,3014,"-","Col440II_1","1-282/282","===============","0/0",100,96.81,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D28","bfdf8775-fce4-4da4-86ed-c6ca7e7d710d",806,1475,"+","phoP","4-673/675","===============","0/0",99.26,82.09,"vfdb","NP_460201","(phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Gammaproteobacteria"
1236,"D33","56d47dad-1cc7-461b-a7b8-7475828539b0",2045,2173,"-","Col(pHAD28)_1","1-131/131","========/======","2/2",98.47,83.97,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D29","67b988a0-0f5d-421f-abaf-3cf598292f7b",3144,3275,"-","Col(pHAD28)_1","1-131/131","========/======","1/1",100,90.15,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D23","d245e5c6-d1a6-4f02-819b-83c8b14cb4b0",1684,1943,"-","Col(MG828)_1","1-262/262","========/======","5/6",98.47,86.36,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D36","e3b4ad9d-5a14-4c0c-ba87-fbd268ff8a03",2757,3039,"-","Col440II_1","1-282/282","========/======","1/1",100,97.53,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D21","605b7c4f-9284-4171-b528-a0f6b00a5a0d",1000,1259,"+","Col(MG828)_1","1-262/262","========/======","4/4",98.85,85.93,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D28","bfdf8775-fce4-4da4-86ed-c6ca7e7d710d",806,1475,"+","phoP","4-673/675","===============","0/0",99.26,82.09,"vfdb","NP_460201","(phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Gammaproteobacteria"
1236,"D30","06941e89-abf6-4dc9-b5a6-1ca3a30892b9",3552,3682,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,92.37,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D36","e3b4ad9d-5a14-4c0c-ba87-fbd268ff8a03",2038,2168,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D33","56d47dad-1cc7-461b-a7b8-7475828539b0",2752,3030,"-","Col440II_1","1-282/282","========/======","3/5",98.58,93.64,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D36","08b65ba9-bb32-4895-afbf-b637a3bafd0c",3028,3158,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D35","4395875d-044d-418c-81e5-786a23510bc9",602,863,"-","Col(MG828)_1","1-262/262","===============","0/0",100,91.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D27","6d481e40-0e2d-487b-baa5-f33d979a90c2",1001,1262,"+","Col(MG828)_1","1-262/262","========/======","2/2",99.62,91.25,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D36","7b3b50ce-94b0-4d43-b264-f07d10ffede2",3809,4090,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D35","6dbd8ed8-7278-42c1-8b11-260e971da905",972,1231,"+","Col(MG828)_1","1-262/262","========/======","7/8",98.09,86.04,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D33","25530b72-e4b9-4434-a69e-eb29b4d6125b",3830,5230,"-","gndA","1-1407/1407","========/======","12/22",99,82.54,"vfdb","WP_014907233","(gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Gammaproteobacteria"
1236,"D29","cb7eb188-349c-48ca-8514-1ed69b113645",2717,2998,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D33","25530b72-e4b9-4434-a69e-eb29b4d6125b",2415,3581,"-","ugd","1-1167/1167","===============","0/0",100,96.4,"card","U00096.1:2099613-2098446","PmrE is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin.","peptide","Gammaproteobacteria"
1236,"D22","1f63879e-144b-4013-982d-8d941fc40178",1874,2416,"-","AAC(6')-Im","1-537/537","========/======","3/6",100,98.16,"card","AF337947.1:1214-1751","AAC(6')-Im is an aminoglycoside acetyltransferase encoded by plasmids in E. coli and E. faecium.","aminoglycoside","Gammaproteobacteria"
1236,"D33","8b858854-98d3-45c1-8508-b8c7ab8fc03f",1094,1353,"-","IncFII(pCoo)_1","1-262/262","========/======","2/2",99.24,96.56,"plasmidfinder","CR942285","IncFII(pCoo)_1__CR942285",NA,"Gammaproteobacteria"
1236,"D33","25530b72-e4b9-4434-a69e-eb29b4d6125b",3830,5230,"-","gndA","1-1407/1407","========/======","12/22",99,82.54,"vfdb","WP_014907233","(gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Gammaproteobacteria"
1236,"D25","443773bb-0ed2-46a9-b93b-0b088140e448",4004,4948,"+","leuO","1-945/945","===============","0/0",100,97.88,"card","LR730402.1:740042-740987","leuO a LysR family transcription factor exists in a wide variety of bacteria of the family Enterobacteriaceae and is involved in the regulation of as yet unidentified genes affecting the stress response and pathogenesis expression. LeuO is also an activator of the MdtNOP efflux pump.","disinfecting_agents_and_antiseptics;nucleoside","Gammaproteobacteria"
1236,"D36","2807b325-b7da-41be-910e-3810d1dfa80e",1487,1984,"+","IncFIC(FII)_1","1-499/499","========/======","2/5",99.4,98,"plasmidfinder","AP001918","IncFIC(FII)_1__AP001918",NA,"Gammaproteobacteria"
1236,"D29","cb7eb188-349c-48ca-8514-1ed69b113645",1997,2127,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1236,"D29","67b988a0-0f5d-421f-abaf-3cf598292f7b",3861,4138,"-","Col440II_1","1-282/282","========/======","2/4",98.58,95.75,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Gammaproteobacteria"
1236,"D30","ea7ab5e7-f4ff-4efb-ac4c-c6584b6821f2",1453,1711,"+","Col(MG828)_1","1-262/262","========/======","6/7",98.09,85.98,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Gammaproteobacteria"
1236,"D33","8b858854-98d3-45c1-8508-b8c7ab8fc03f",1094,1353,"-","IncFII(pCoo)_1","1-262/262","========/======","2/2",99.24,96.56,"plasmidfinder","CR942285","IncFII(pCoo)_1__CR942285",NA,"Gammaproteobacteria"
1236,"D30","06941e89-abf6-4dc9-b5a6-1ca3a30892b9",3552,3682,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,92.37,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Gammaproteobacteria"
1239,"D28","7cbde8eb-841c-4253-ad25-23a9d8e0f2b2",4613,6526,"+","tet(O)","1-1920/1920","========/======","3/8",99.64,99.17,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Bacillota"
1239,"D33","fb977547-a979-4072-b615-98e5b6c38402",5378,7298,"-","tet(W)","1-1920/1920","========/======","2/3",99.95,98.59,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Bacillota"
1239,"D22","90787b06-d436-4afa-9876-7d7f57611cc0",4200,6112,"-","tet(W)","1-1920/1920","========/======","6/9",99.58,99.11,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Bacillota"
1239,"D19","276a24e2-ba4e-4e15-b41f-d5ce7c914b47",2117,4034,"-","tet(W)","1-1920/1920","========/======","6/6",99.79,98.86,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Bacillota"
1239,"D34","6469d274-444a-4d18-b658-8c13f3c85e93",4815,6735,"+","tet(W)","1-1920/1920","========/======","6/7",99.84,99.43,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Bacillota"
1239,"D28","9e9c58dd-2980-48d9-8e56-787608e3f747",2750,4670,"-","tet(32)","1-1920/1920","========/======","1/1",100,94.74,"card","EU722333.1:1932-3852","Tet(32) is a tetracycline resistance gene similar to Tet(O) and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein.","tetracycline","Bacillota"
1239,"D24","c080f0f2-a057-4483-83fd-ba14bb3566a4",3186,4112,"+","Erm(52)","1-930/930","========/======","1/3",99.68,99.57,"card","MW269959.1:0-930","Erm(52) is an Erm ribosomal RNA methyltransferase.","lincosamide;macrolide;streptogramin","Bacillota"
1239,"D28","248c9e61-6488-4437-87d7-d910b5cd9e0a",995,1494,"-","dfrF","1-495/495","========/======","4/5",100,97,"card","AF028812.1:392-887","dfrF is a chromosome-encoded dihydrofolate reductase found in Streptococcus pyogenes.","diaminopyrimidine","Bacillota"
1239,"D23","38293c3c-2af8-41f2-9058-ec3ff6b30a8f",1564,3483,"-","tet(O)","1-1920/1920","===============","0/0",100,99.74,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Bacillota"
1239,"D20","48881e45-2fc2-4c85-b57a-a74bd5c11337",6793,7287,"+","lnuC","1-495/495","===============","0/0",100,98.99,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Bacillota"
1239,"D20","33c42757-65ef-4158-8fa7-773a39adc785",1419,3340,"+","tet(44)","1-1923/1923","========/======","1/1",99.95,99.01,"card","FN594949.1:25244-27167","Tet44 is a tetracycline resistance gene found in Campylobacter fetus and binds to the ribosome to confer antibiotic resistance as a ribosomal protection protein.","tetracycline","Bacillota"
1239,"D29","e6fb3627-f194-48dc-801c-cccbe735ad05",5192,5926,"-","ErmG","1-735/735","===============","0/0",100,99.46,"card","L42817.1:201-936","ErmG is a rRNA adenine N-6-methyltransferase that protects the ribosome from inactivation due to antibiotic binding.","lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B","Bacillota"
